Timestamp,BidPrice0,BidPrice1,BidPrice2,BidPrice3,BidPrice4,AskPrice0,AskPrice1,AskPrice2,AskPrice3,AskPrice4
1682979319391607751,0,0,0,0,0,0,0,0,0,0
1682987419299696125,116,0,0,0,0,0,0,0,0,0
1682987619944601722,117,116,0,0,0,0,0,0,0,0
1682987624942861915,117,116,0,0,0,119,0,0,0,0
1682987629963512516,117,116,0,0,0,119,119.5,0,0,0
1682987634985260498,117,116,0,0,0,119,119.5,120,0,0
1682987640005072586,117,116,0,0,0,119,119.5,120,120.5,0
1682987645020688206,117,116,0,0,0,119,119.5,120,120.5,121
1682988468455484755,117.05,117,116,0,0,119,119.5,120,120.5,121
1682988604701975138,117.05,117,116,0,0,119,119.5,120,120.5,121
1682989096309013925,117.05,117,116,0,0,119,119.5,120,120.5,121
1682989219305868421,117.05,117,116,0,0,118.9,119,119.5,120,120.5
1682989223082380879,117.05,117,116,0,0,119,119.5,120,120.5,121
1682989245709144008,117.05,117,116,0,0,119,119.5,120,120.5,121
1682989279698336314,117.05,117,116,0,0,119,119.5,120,120.5,121
1682989320356901644,117.05,117,116,0,0,119.5,120,120.5,121,121.5
1682989394288943550,117.1,117.05,117,116,0,119.5,120,120.5,121,121.5
1682989461802216347,117.15,117.1,117.05,117,116,119.5,120,120.5,121,121.5
1682989552758697459,117.15,117.1,117.05,117,116,119.5,120,120.5,121,121.5
1682989591821762365,117.15,117.1,117.05,117,116,119.5,120,120.5,121,121.5
1682989746742233745,117.2,117.15,117.1,117.05,117,119.5,120,120.5,121,121.5
1682990080683375363,117.8,117.2,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682990080744894780,117.8,117.15,117.1,117.05,117,119.5,120,120.5,121,121.5
1682990124794960845,118.8,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682990750613873157,117.8,117.15,117.1,117.05,117,119.5,120,120.5,121,121.5
1682991264265925644,117.85,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682991665716629713,118.5,117.85,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682991665757505417,118.5,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992053100286757,118.5,117.8,117.15,117.1,117.05,119,119.5,120,120.5,121
1682992166646384303,118.5,117.9,117.8,117.15,117.1,119,119.5,120,120.5,121
1682992167043780676,118.5,117.8,117.15,117.1,117.05,119,119.5,120,120.5,121
1682992172940863961,118.5,117.9,117.8,117.15,117.1,119,119.5,120,120.5,121
1682992183444246629,118.5,117.8,117.15,117.1,117.05,119,119.5,120,120.5,121
1682992233492177749,118.5,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992243697459102,118,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992254812070345,118,117.95,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682992275402063211,118,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992275443072997,118,117.85,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682992279033253905,118,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992279076241534,118,117.95,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682992283475311624,118,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992283526550896,118,117.85,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682992289013295890,118,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682992289046061658,118,117.95,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682992300710692976,118,117.8,117.15,117.1,117.05,119.5,120,120.5,121,121.5
1682993175770012804,118.3,118,117.8,117.15,117.1,119.5,120,120.5,121,121.5
1682993182185547807,118.3,118.05,118,117.8,117.15,119.5,120,120.5,121,121.5
1682993354710969586,118.3,118.05,118,117.8,117.15,119.5,120,120.5,121,121.5
1682994669649439544,118.3,118.05,118,117.8,117.15,119.5,120,120.5,121,121.5
1682998682504613757,119,118.3,118.05,118,117.8,119.5,120,120.5,121,121.5
1682998978052403528,118.3,118.05,118,117.8,117.15,119,119.5,120,120.5,121
1682999052228144607,118.3,118.05,118,117.8,117.15,119,119.5,120,120.5,121
1682999065493351054,118.3,118.05,118,117.8,117.15,119,119.5,120,120.5,121
1682999558761513237,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000141884384166,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000157147279071,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000420359742347,118.8,118.4,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000502417329885,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000502448049704,118.8,118.45,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000506170418151,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000506211411113,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000537530996549,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000537571953353,118.8,118.35,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000541915733483,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000541956700065,118.8,118.45,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000547110773517,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000547161793369,118.8,118.35,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000568538164861,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000568589499975,118.8,118.45,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000616148814850,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000616220633460,118.8,118.5,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000648631749254,118.8,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000648682900772,118.8,118.35,118.3,118.05,117.8,119,119.5,120,120.5,121
1683000663753387634,118.35,118.3,118.05,117.8,117.15,119,119.5,120,120.5,121
1683000888362386714,118.35,118.3,118.05,117.8,117.15,118.8,119,119.5,120,120.5
1683002609872675664,118.35,118.3,118.05,117.8,117.15,118.8,119,119.5,120,120.5
1683002651788755849,118.5,118.35,118.3,118.05,117.8,118.8,119,119.5,120,120.5
1683002651809392605,118.5,118.35,118.3,118.05,117.8,118.8,119,119.5,120,120.5
1683002666001111792,118.5,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683002682526782413,118.5,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683003926601083137,118.5,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683004142864364349,118.5,118.35,118.3,118.05,118,118.7,118.8,119,119.5,120
1683004184481426076,118.35,118.3,118.05,118,117.8,118.8,119,119.5,120,120.5
1683004734755543696,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683005000330321164,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683005011888311956,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683005040859918870,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683005043412775575,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683005119407250742,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
1683005440426265293,118.4,118.35,118.3,118.05,118,118.8,119,119.5,120,120.5
