Timestamp,BidPrice0,BidPrice1,BidPrice2,BidPrice3,BidPrice4,AskPrice0,AskPrice1,AskPrice2,AskPrice3,AskPrice4
1684275300529670334,0,0,0,0,0,0,0,0,0,0
1684283445783592808,0,0,0,0,0,119,0,0,0,0
1684283450800246934,0,0,0,0,0,119,119.5,120,0,0
1684284078607835013,0,0,0,0,0,119,119.5,120,127,0
1684284600296649310,0,0,0,0,0,119,119.5,120,123.5,127
1684284646247421312,117,0,0,0,0,119,119.5,120,123.5,125.5
1684284656273556814,0,0,0,0,0,119,119.5,120,123.5,125.5
1684284661289173520,116,0,0,0,0,119,119.5,120,123.5,125.5
1684284826819563507,116,0,0,0,0,119,119.5,120,121,123.5
1684284851919232506,116,0,0,0,0,119,119.5,120,121,123.5
1684285200234614211,116,0,0,0,0,119,119.5,120,121,123.5
1684285238480615053,116,0,0,0,0,119,119.5,120,121,123.5
1684285289722478057,116,0,0,0,0,118.8,119,119.5,120,121
1684285337338251528,116,0,0,0,0,118,118.8,119,119.5,120
1684285370565676310,116,0,0,0,0,118,118.8,119,119.5,120
1684285377061462271,116,0,0,0,0,118,118.8,119,119.5,120
1684285413460641367,116,105.9,0,0,0,118,118.8,119,119.5,120
1684285718411945196,116,115,105.9,0,0,118,118.8,119,119.5,120
1684285728205786809,116,115,114,105.9,0,118,118.8,119,119.5,120
1684285773133448763,116.5,116,115,114,105.9,118,118.8,119,119.5,120
1684285853612028591,116.5,116,115,114,105.9,118,118.8,119,119.5,120
1684285854813184691,116.6,116.5,116,115,114,118,118.8,119,119.5,120
1684285858406421472,116.6,116.5,116,115,114,118,118.8,119,119.5,120
1684285901983434357,116.6,116.5,116,115,114,118,118.8,119,119.5,120
1684285908119410611,116.6,116.5,116,115,114,118,118.8,119,119.5,120
1684286161962954259,116.6,116.5,116,115,114,118,118.8,119,119.5,120
1684286875640558356,118,116.6,116.5,116,115,118.8,119,119.5,120,121
1684286884287395179,116.6,116.5,116,115,114,118.8,119,119.5,120,121
1684287118749369802,117,116.6,116.5,116,115,118.8,119,119.5,120,121
1684287143403653993,117,116.6,116.5,116,115,118.8,119,119.5,120,121
1684287159036280478,117,116.6,116.5,116,115,118.8,119,119.5,120,121
1684287213434159032,117,116.6,116.5,116,115,118.5,118.8,119,119.5,120
1684287215527203171,117,116.6,116.5,116,115,118.5,118.8,119,119.5,120
1684287266406617364,117,116.6,116.5,116,115,118.5,118.8,119,119.5,120
1684289909653072643,117,116.6,116.5,116,115,118.5,118.8,119,119.5,120
1684290784231345936,117,116.6,116.5,116,115,118.45,118.5,118.8,119,119.5
1684291340007583550,117,116.6,116.5,116,115,118.45,118.5,118.8,119,119.5
1684291344316524942,117,116.6,116.5,116,115,118.45,118.5,118.8,119,119.5
1684291351158970975,117,116.6,116.5,116,115,118.45,118.5,118.8,119,119.5
1684291351199924548,117.1,117,116.6,116.5,116,118.45,118.5,118.8,119,119.5
1684291436922477279,117.1,117,116.6,116.5,116,118.45,118.5,118.8,119,119.5
1684291504081857629,117.1,117,116.6,116.5,116,118.45,118.5,118.8,119,119.5
1684291770315945183,117.1,117,116.6,116.5,116,118.4,118.45,118.5,118.8,119
1684291804008178010,117.1,117,116.6,116.5,116,118.4,118.45,118.5,118.8,119
1684291807806170821,117.1,117,116.6,116.5,116,118.4,118.45,118.5,118.55,118.8
1684291811856179729,117.1,117,116.6,116.5,116,118.4,118.45,118.5,118.55,118.6
1684292069058609840,117.1,117,116.6,116.5,116,118.35,118.4,118.45,118.5,118.55
1684292070576252253,117.1,117,116.6,116.5,116,118.35,118.4,118.45,118.5,118.55
1684292092292489741,117,116.6,116.5,116,115,118.35,118.4,118.45,118.5,118.55
1684292092374530935,117.5,117,116.6,116.5,116,118.35,118.4,118.45,118.5,118.55
1684292202378460400,117.5,117,116.6,116.5,116,118.3,118.35,118.45,118.5,118.55
1684293226323016986,117.5,117,116.6,116.5,116,118,118.3,118.35,118.45,118.5
1684293271613280180,117.5,117,116.6,116.5,116,118,118.35,118.45,118.5,118.55
1684293329066756226,117.5,117,116.6,116.5,116,118.35,118.45,118.5,118.55,118.6
1684293914456509980,117.5,117,116.9,116.6,116.5,118.35,118.45,118.5,118.55,118.6
1684293949173769889,117.5,117,116.9,116.6,116.55,118.35,118.45,118.5,118.55,118.6
1684293963107660531,117.5,117,116.6,116.55,116.5,118.35,118.45,118.5,118.55,118.6
1684295610608210736,117.5,117,116.6,116.55,116.5,118.3,118.35,118.45,118.5,118.55
1684296636897036683,117.5,117,116.6,116.55,116.5,118,118.3,118.35,118.45,118.5
1684296639172374489,117.5,117,116.6,116.55,116.5,118,118.3,118.45,118.5,118.55
1684296755511929850,117.5,117,116.6,116.55,116.5,118,118.3,118.45,118.5,118.55
1684296755880570768,117.5,117,116.6,116.55,116.5,118.3,118.45,118.5,118.55,118.6
1684296935071354775,117.5,117.2,117,116.6,116.55,118.3,118.45,118.5,118.55,118.6
1684297103731105280,117.5,117.2,117,116.6,116.55,118.3,118.45,118.5,118.55,118.6
1684297111893568858,117.5,117.2,117,116.6,116.55,118.3,118.45,118.5,118.55,118.6
1684299831721726047,117.5,117.2,117,116.6,116.55,118.3,118.45,118.5,118.55,118.6
1684301120422772951,117.5,117.2,117,116.6,116.55,118.3,118.45,118.5,118.55,118.6
1684301401122260028,117.5,117.2,117,116.6,116.55,118.3,118.45,118.5,118.55,118.6
