Timestamp,BidPrice0,BidPrice1,BidPrice2,BidPrice3,BidPrice4,AskPrice0,AskPrice1,AskPrice2,AskPrice3,AskPrice4
1684793700841554544,0,0,0,0,0,0,0,0,0,0
1684802082387966634,0,0,0,0,0,124.9,0,0,0,0
1684802087401455263,0,0,0,0,0,124.9,125.9,0,0,0
1684802102449423341,0,0,0,0,0,124.9,125.9,127,0,0
1684802363310690712,0,0,0,0,0,119,119.5,120,124.9,125.9
1684802464437572253,115,0,0,0,0,119,119.5,120,124.9,125.9
1684802534648297742,115,0,0,0,0,119,119.5,120,123,124.9
1684802840653353866,115,0,0,0,0,119,119.5,120,121,123
1684803257791908914,115,105.65,0,0,0,119,119.5,120,121,123
1684803443401141832,115,105.65,0,0,0,117.3,119,119.5,120,121
1684803600509024256,115,105.65,0,0,0,117.3,119,119.5,120,121
1684803739965826330,116.5,115,105.65,0,0,117.3,119,119.5,120,121
1684804015251193665,116.5,115,105.65,0,0,117.3,119,119.5,120,121
1684804237656381172,116.5,115,105.65,0,0,117.3,119,119.5,120,121
1684804305775203196,116.5,115,105.65,0,0,117.3,119,119.5,120,121
1684804307509830584,116.5,115.5,115,105.65,0,117.3,119,119.5,120,121
1684804480001434299,116.5,115.5,115,114.2,105.65,117.3,119,119.5,120,121
1684804480012436646,116.5,115.5,115,114.2,113.2,117.3,119,119.5,120,121
1684804488707639804,116.5,115.5,115,113.2,112.2,117.3,119,119.5,120,121
1684804496016984694,116.5,115.5,115,114.2,113.2,117.3,119,119.5,120,121
1684804511945705268,116.5,115.5,115,113.2,112.2,117.3,119,119.5,120,121
1684804521374825213,116.5,115.5,115,114.1,113.2,117.3,119,119.5,120,121
1684804545027504816,116.5,115.5,115,113.2,112.2,117.3,119,119.5,120,121
1684804548051436089,116.5,115.5,115,114.3,113.2,117.3,119,119.5,120,121
1684804579101761058,116.5,115.5,115,113.2,112.2,117.3,119,119.5,120,121
1684804586062929793,116.5,115.5,115,114.55,113.2,117.3,119,119.5,120,121
1684804610550196909,116.5,115.5,115,113.2,112.2,117.3,119,119.5,120,121
1684804615601763553,116.5,115.5,115,114.55,113.2,117.3,119,119.5,120,121
1684804616291826707,116.5,115.5,115,114.55,113.2,117.3,119,119.3,119.5,120
1684804685423235033,116.5,115.5,115,113.2,112.2,117.3,119,119.3,119.5,120
1684804688075478805,116.5,115.5,115,114.7,113.2,117.3,119,119.3,119.5,120
1684804759041925322,116.5,115.5,115,114.7,113.2,117.3,118.5,119,119.3,119.5
1684804779430118732,116.5,115.5,115,114.7,113.2,117.3,118.5,119,119.3,119.5
1684804790190487348,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684804795354606784,116.5,115.5,115,114.8,113.2,117.3,118.5,119,119.3,119.5
1684804826331223196,116.5,115.5,115,114.8,113.2,117.3,118.5,119,119.3,119.5
1684804832494708443,116.5,115.5,115,114.8,113.2,117.3,118.5,119,119.3,119.5
1684804848856477203,116.5,115.5,115,114.8,113.2,117.3,118.5,119,119.3,119.5
1684804959275193884,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684804961730824957,116.5,115.5,115,114.7,113.2,117.3,118.5,119,119.3,119.5
1684804980143731936,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684804983148039318,116.5,115.5,115,114.45,113.2,117.3,118.5,119,119.3,119.5
1684805057501007110,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805060460415731,116.5,115.5,115,114.45,113.2,117.3,118.5,119,119.3,119.5
1684805098513852403,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805101890152945,116.5,115.5,115,114.7,113.2,117.3,118.5,119,119.3,119.5
1684805107572369143,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805112696494167,116.5,115.5,115,114.8,113.2,117.3,118.5,119,119.3,119.5
1684805165321808700,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805167607402775,116.5,115.5,115,114.95,113.2,117.3,118.5,119,119.3,119.5
1684805237693118802,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805257481234403,116.5,115.5,115,114.8,113.2,117.3,118.5,119,119.3,119.5
1684805432760115057,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805456242889121,116.5,115.5,115,114.7,113.2,117.3,118.5,119,119.3,119.5
1684805489483461566,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805492640472504,116.5,115.5,115,114.55,113.2,117.3,118.5,119,119.3,119.5
1684805507165175309,116.5,115.5,115,113.2,112.2,117.3,118.5,119,119.3,119.5
1684805510094964664,116.5,115.5,115,114.7,113.2,117.3,118.5,119,119.3,119.5
1684805539658198596,116.5,115.5,115,114.7,113.2,117.3,118.15,118.5,119,119.3
1684805551125163234,116.5,115.5,115,114.7,113.2,117.3,118.15,118.2,118.5,119
1684805565287346461,116.5,115.5,115,114.7,113.2,117.3,118.15,118.2,118.3,118.5
1684805582834951801,116.5,115.5,115,114.7,113.2,117.3,118.15,118.2,118.25,118.3
1684805747701655074,116.5,115.5,115,113.2,112.2,117.3,118.15,118.2,118.25,118.3
1684805751459811644,116.5,115.5,115,114.45,113.2,117.3,118.15,118.2,118.25,118.3
1684805758347362288,116.5,115.5,115,113.2,112.2,117.3,118.15,118.2,118.25,118.3
1684805763089596071,116.5,115.5,115,114.3,113.2,117.3,118.15,118.2,118.25,118.3
1684805780516293127,116.5,115.5,115,113.2,112.2,117.3,118.15,118.2,118.25,118.3
1684805793337958646,116.5,115.5,115,114.3,113.2,117.3,118.15,118.2,118.25,118.3
1684805793358387625,116.5,115.5,115,113.2,112.2,117.3,118.15,118.2,118.25,118.3
