Timestamp,BidPrice0,BidPrice1,BidPrice2,BidPrice3,BidPrice4,AskPrice0,AskPrice1,AskPrice2,AskPrice3,AskPrice4
1683584119799697437,0,0,0,0,0,0,0,0,0,0
1683592435449938100,0,0,0,0,0,121,0,0,0,0
1683592726377330469,119.6,119.1,118.6,118.1,0,121,0,0,0,0
1683593103380516181,119.6,119.1,118.6,118.1,0,121,125,0,0,0
1683593188636146137,119.6,119.1,118.6,118.1,112.8,121,125,0,0,0
1683593364214225462,119.6,119.1,118.6,118.1,112.8,121,123,125,0,0
1683593480395241579,119.6,119.1,118.6,118.1,112.8,121,123,125,127,0
1683593821492219641,119.6,119.1,118.6,118.1,112.8,121,123,125,127,128
1683594019744134141,119.6,119.1,118.6,118.1,112.8,120.5,121,123,125,127
1683594669851660304,119.6,119.1,118.6,118.1,118,120.5,121,123,125,127
1683594692944250155,119.6,119.45,119.1,118.6,118.1,120.5,121,123,125,127
1683594692954509848,119.6,119.45,119.1,118.6,118.45,120.5,121,123,125,127
1683594774989491091,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683594781070166128,119.6,119.45,119.1,118.6,118.45,120.5,121,123,125,127
1683594781100884524,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683594787536810795,119.6,119.35,119.1,118.6,118.45,120.5,121,123,125,127
1683594802317471612,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683594807118035438,119.6,119.45,119.1,118.6,118.45,120.5,121,123,125,127
1683594809304336599,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683594813277740922,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683594952577700232,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683594957413101280,119.6,119.45,119.1,118.6,118.45,120.5,121,123,125,127
1683595052893498037,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595060533640463,119.6,119.45,119.1,118.6,118.45,120.5,121,123,125,127
1683595089819564672,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595104470117349,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595114405197974,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595118645827848,119.6,119.45,119.1,118.6,118.45,120.5,121,123,125,127
1683595269436274030,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595273605975822,119.6,119.35,119.1,118.6,118.45,120.5,121,123,125,127
1683595318270585631,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595327014790977,119.6,119.2,119.1,118.6,118.45,120.5,121,123,125,127
1683595327836008796,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595332299734124,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595369302524065,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595379549861425,119.6,119.1,118.95,118.6,118.45,120.5,121,123,125,127
1683595412713719907,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595416592648928,119.6,119.1,118.85,118.6,118.45,120.5,121,123,125,127
1683595423051123926,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595427914328552,119.6,119.1,118.7,118.6,118.45,120.5,121,123,125,127
1683595432199730422,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595438764631855,119.6,119.1,118.85,118.6,118.45,120.5,121,123,125,127
1683595451779881606,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
1683595455496036125,119.6,119.1,118.7,118.6,118.45,120.5,121,123,125,127
1683595497861733087,119.6,119.1,118.6,118.45,118.1,120.5,121,123,125,127
