Timestamp,BidPrice0,BidPrice1,BidPrice2,BidPrice3,BidPrice4,AskPrice0,AskPrice1,AskPrice2,AskPrice3,AskPrice4
1683670519655613262,0,0,0,0,0,0,0,0,0,0
1683679000932403208,118.6,118.1,0,0,0,0,0,0,0,0
1683679121324135746,118.6,118.1,0,0,0,126,0,0,0,0
1683679126343832415,118.6,118.1,0,0,0,126,128,0,0,0
1683679613525206391,118.6,118.1,0,0,0,126,127.5,128,0,0
1683679824996051171,118.6,118.1,0,0,0,126,127.5,128,0,0
1683679910260913153,118.6,118.1,0,0,0,120,126,127.5,128,0
1683680296495694676,118.6,118.1,0,0,0,120,123,126,127.5,128
1683680419699384612,118.6,118.1,0,0,0,120,123,126,127.5,128
1683680435390395645,118.6,118.1,0,0,0,120,123,126,127.5,128
1683680446327964038,118.6,118.1,0,0,0,120,123,126,127.5,128
1683680457073979499,118.6,118.1,0,0,0,120,123,125,126,127.5
1683680479524564578,118.6,118.1,0,0,0,120,122,123,125,126
1683680509135884701,118.6,118.1,0,0,0,120,122,123,125,126
1683680552216528706,118.6,118.1,0,0,0,120,121,122,123,125
1683680593801924027,118.6,118.1,0,0,0,120,121,121.95,122,123
1683680646477295195,118.6,118.1,0,0,0,120,121,121.95,122,123
1683680916533468498,118.6,118.1,115,0,0,120,121,121.95,122,123
1683680920767542426,118.6,118.1,115,0,0,120,121,121.95,122,123
1683680924038225965,118.6,118.1,115,0,0,120,121,121.95,122,123
1683680927094977953,118.6,118.1,115,0,0,120,121,121.95,122,123
1683680930148538699,118.6,118.1,115,0,0,120,121,121.95,122,123
1683680934186242680,118.6,118.1,0,0,0,120,121,121.95,122,123
1683680934237396750,118.6,118.1,0,0,0,120,121,121.95,122,123
1683681185588665423,118.6,118.1,0,0,0,120,121,121.95,122,123
1683681218705316068,118.6,118.1,0,0,0,120,121,121.95,122,123
1683681264515786806,118.6,118.1,0,0,0,120,121,121.95,122,123
1683681356399918004,118.6,118.1,0,0,0,120,121,121.95,122,123
1683681449503622925,118.6,118.1,0,0,0,120,121,121.95,122,123
1683681452900171641,118.6,118.1,0,0,0,120,120.5,121,121.95,122
1683681457234889726,118.6,118.1,0,0,0,120,120.5,121,121.5,121.95
1683681566767936799,118.9,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681570158517186,119.1,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681570301787207,119.25,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681579240530174,119.6,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681581106157617,119.45,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681581239322184,119.6,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681584374000254,119.45,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681585257615147,119.6,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681594868940459,119.45,118.6,118.1,0,0,120,120.5,121,121.5,121.95
1683681596567804388,120,119.45,118.6,118.1,0,120.5,121,121.5,121.95,122
1683681596618975089,120,119.25,118.6,118.1,0,120.5,121,121.5,121.95,122
1683681597751630333,119.25,118.6,118.1,0,0,120.5,121,121.5,121.95,122
1683681609645619186,119.45,118.6,118.1,0,0,120.5,121,121.5,121.95,122
1683681615040123517,119.45,119.2,118.6,118.1,0,120.5,121,121.5,121.95,122
1683681615050650634,119.45,119.2,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681618021288383,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681622119063695,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681628351346764,119.25,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681628586920159,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681630962644116,119.25,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681649998997302,119.25,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681675375274874,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681678599859266,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681686809453727,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681710232833208,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681714614507041,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681715518771717,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681715733789616,119.6,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681718092290602,119.6,119.2,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681720931732008,119.6,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681721156974154,119.95,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681724250597555,119.95,119.45,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681727151628434,119.95,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681727335919679,119.6,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681729953262871,119.6,119.45,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681730722448816,119.6,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681732631181734,119.8,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681732795009645,119.95,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681732907669832,119.95,119.45,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681736265308322,119.95,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681739222723290,119.95,119.6,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681741870768630,120.15,119.6,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681747941249776,120.15,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681748105034276,119.95,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681748227875910,119.8,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681748555668080,119.1,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681749813155865,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681751076735920,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681751097173304,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681751301983056,119.1,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681755184200372,119.1,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681756415989825,119.25,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681756436491930,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681758828751193,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681759201367046,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681761963097206,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681765288083725,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681768500439093,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681770488041871,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681771992378462,119.45,119.2,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681773597898100,119.6,119.2,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681775186232681,119.45,119.2,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681775401310502,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681777218920192,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681778032087116,119.25,119.2,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681780504992844,119.25,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681780810141728,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681782974940648,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681783026144972,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
1683681786638859755,119.45,119.1,118.6,118.2,118.1,120.5,121,121.5,121.95,122
1683681787566749289,119.45,118.6,118.2,118.1,117.2,120.5,121,121.5,121.95,122
